class,image_path,name,xmax,xmin,ymax,ymin,confidence
3,ff22fbd2212505b594b65615746d2729.jpg,GARBAGE,220.90565490722656,155.56410217285156,352.3097839355469,299.2914123535156,0.5052556395530701
9,ff22fbd2212505b594b65615746d2729.jpg,CLUTTER_SIDEWALK,959.7246704101562,719.49462890625,323.6117858886719,212.43917846679688,0.4293507933616638
3,fec27f3f16b48d29c919b06888c79305.jpg,GARBAGE,842.5327758789062,716.1229248046875,243.43368530273438,159.50503540039062,0.6266084909439087
2,fec27f3f16b48d29c919b06888c79305.jpg,POTHOLES,570.0130615234375,412.5541076660156,230.360595703125,132.19613647460938,0.39648187160491943
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,307.1242980957031,163.5484619140625,229.1698760986328,141.8452911376953,0.8185944557189941
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,831.5963134765625,676.2332763671875,250.78497314453125,144.10707092285156,0.8105250597000122
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,735.6839599609375,595.1968383789062,231.11668395996094,146.34312438964844,0.7769442200660706
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,914.176513671875,819.1151733398438,232.7838134765625,133.62933349609375,0.7320132851600647
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,552.7540893554688,413.20574951171875,252.0281982421875,182.2299346923828,0.6785227060317993
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,657.6441650390625,379.2215881347656,228.37962341308594,132.8426513671875,0.6675799489021301
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,478.8852233886719,373.9767761230469,221.30763244628906,137.0469970703125,0.5973274111747742
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,960.0,881.5748291015625,265.4900817871094,124.08570861816406,0.49972856044769287
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,149.23211669921875,45.64434051513672,215.4727325439453,153.1256103515625,0.4970874488353729
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,387.07855224609375,239.82008361816406,231.22872924804688,158.7802734375,0.45253321528434753
,fe4aa65fe506e2f73e9fdd096166c5c7.jpg,,,,,,
3,fe250f3ebe247fca8c2bda6cbba34f93.jpg,GARBAGE,822.6061401367188,714.5111694335938,393.0646057128906,324.4348449707031,0.6621116399765015
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,704.3550415039062,588.5343627929688,205.06883239746094,143.44921875,0.7159267067909241
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,217.50868225097656,113.25391387939453,201.31036376953125,139.37405395507812,0.7024160623550415
3,fdff028e257adcc4e1ac2ecda33ac5c8.jpg,GARBAGE,398.4110412597656,300.149658203125,202.4397430419922,147.6941680908203,0.6034089922904968
,fde045a36a5fa56a3fdb5d12c34d5705.jpg,,,,,,
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,783.309814453125,609.2930908203125,343.37347412109375,242.57440185546875,0.6521138548851013
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,859.7781372070312,663.2556762695312,493.017333984375,347.74462890625,0.49968221783638
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,782.596923828125,538.4844970703125,472.9759826660156,338.5357971191406,0.4531647861003876
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,545.5604248046875,362.248046875,539.1915893554688,354.7640075683594,0.4041236937046051
2,fdabae5cd3d2362da0a0beea45d8f51e.jpg,POTHOLES,532.4700927734375,302.7704162597656,461.7552795410156,333.3329162597656,0.391539603471756
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,702.648681640625,566.4528198242188,371.23492431640625,289.0967712402344,0.7722768187522888
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,564.590087890625,1.8550872802734375,357.9587097167969,176.78831481933594,0.5695801973342896
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,129.20916748046875,37.509029388427734,187.02655029296875,128.29518127441406,0.5552088618278503
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,76.82002258300781,1.155275821685791,190.3280792236328,123.80470275878906,0.4971576929092407
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,446.5855712890625,386.4902038574219,186.0052947998047,144.98043823242188,0.40805983543395996
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,175.90289306640625,87.19454193115234,191.8068084716797,135.32601928710938,0.3961550295352936
,fcd41ea1f32334016050d91b44a8d623.jpg,,,,,,
,fccd79371724e5a9aa63e2e7888dfe65.jpg,,,,,,
9,fcc00fec4afde07590dd1f0ad8bd371c.jpg,CLUTTER_SIDEWALK,954.7548828125,559.393310546875,306.42572021484375,207.22779846191406,0.6699095368385315
9,fcc00fec4afde07590dd1f0ad8bd371c.jpg,CLUTTER_SIDEWALK,423.02374267578125,4.52468204498291,299.1676330566406,202.34666442871094,0.6005054116249084
4,fcb310d049b4b5681b6764520c3bec5b.jpg,CONSTRUCTION_ROAD,959.4368896484375,415.2469482421875,325.0475769042969,41.549095153808594,0.5132004618644714
4,fcb310d049b4b5681b6764520c3bec5b.jpg,CONSTRUCTION_ROAD,674.0886840820312,137.94129943847656,301.6477966308594,55.3454475402832,0.3940469026565552
9,fc8a654e7752ffed897c783608e77a70.jpg,CLUTTER_SIDEWALK,951.7083129882812,230.50277709960938,355.7850341796875,198.45773315429688,0.6972787380218506
,fc13cf0c55532192e049aaca6cb386d6.jpg,,,,,,
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,372.3025207519531,212.2783966064453,528.2296752929688,450.816650390625,0.6941290497779846
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,471.8903503417969,377.5578918457031,429.19769287109375,355.2177429199219,0.5356391072273254
3,fbf367e6d83dc6c8fac32569b5f10c4a.jpg,GARBAGE,612.584716796875,521.2077026367188,330.2696533203125,261.5330810546875,0.4550839960575104
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,259.0538024902344,168.96424865722656,250.00149536132812,187.95016479492188,0.720059871673584
3,fbe527de78fc8da7234a3d46a18f0c2b.jpg,GARBAGE,133.78114318847656,62.31715774536133,249.89622497558594,197.04644775390625,0.4500691592693329
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,129.61642456054688,1.8970714807510376,502.9226379394531,400.8147888183594,0.7952065467834473
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,293.531982421875,197.67758178710938,478.147216796875,382.08343505859375,0.7766016721725464
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,960.0,828.7048950195312,502.95867919921875,385.73114013671875,0.7734494805335999
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,673.1363525390625,570.319091796875,491.9136047363281,405.9847717285156,0.7356849312782288
3,fbda53b68ad4dac62e2961c481d96c02.jpg,GARBAGE,499.37115478515625,396.6733703613281,483.6428527832031,400.9249572753906,0.45098385214805603
3,fbca1bad196999440a3bb80792cf04f2.jpg,GARBAGE,922.1654052734375,748.457275390625,339.1387939453125,212.8888702392578,0.6458988785743713
3,fbca1bad196999440a3bb80792cf04f2.jpg,GARBAGE,755.1312866210938,645.897705078125,299.8453674316406,226.14268493652344,0.5750236511230469
3,fbca1bad196999440a3bb80792cf04f2.jpg,GARBAGE,841.2315673828125,684.8313598632812,317.8916320800781,213.7798614501953,0.41598448157310486
,fb96ea9e80248aadc632a18a27876491.jpg,,,,,,
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,383.009033203125,280.581787109375,319.781494140625,242.57261657714844,0.7805123329162598
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,511.4609375,451.3363342285156,274.157958984375,212.6362762451172,0.7339121103286743
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,75.48634338378906,0.7527403235435486,322.1268310546875,216.65792846679688,0.6537903547286987
3,fb6e4ef15bcfc31b79339eb969daa6ac.jpg,GARBAGE,475.6353454589844,368.33154296875,318.816162109375,253.38201904296875,0.5527079105377197
,fb49e0170e5c56427f5c798380df713e.jpg,,,,,,
0,fb3d51ebb894e50a81c206be3f5520b3.jpg,GRAFFITI,943.8260498046875,701.1625366210938,223.57521057128906,132.6904754638672,0.8121539950370789
3,fb3d51ebb894e50a81c206be3f5520b3.jpg,GARBAGE,89.38155364990234,16.401426315307617,237.9671173095703,192.378173828125,0.6883801817893982
3,fb2fb9aa238182ad79651903a8ba12d4.jpg,GARBAGE,80.7412338256836,0.0,428.822021484375,328.909912109375,0.6109006404876709
3,fb23e0a8865099d9f1ef2e8e297fdecc.jpg,GARBAGE,222.31463623046875,166.62435913085938,255.63787841796875,200.822509765625,0.6509214043617249
8,fb23e0a8865099d9f1ef2e8e297fdecc.jpg,SAND_ON_ROAD,306.8398742675781,237.1140899658203,240.7556610107422,195.25994873046875,0.6406983137130737
7,fb1182fed989b025652da0d3797c9bb3.jpg,BAD_BILLBOARD,917.2368774414062,826.7942504882812,227.9957275390625,162.2622833251953,0.7283577919006348
7,fb1182fed989b025652da0d3797c9bb3.jpg,BAD_BILLBOARD,960.0,870.4611206054688,222.91712951660156,154.65492248535156,0.7134566307067871
0,fb0bf13d7b9d5948e166e5c187996677.jpg,GRAFFITI,470.6339416503906,363.5591125488281,281.3172302246094,192.6771697998047,0.6793161034584045
3,fb0bf13d7b9d5948e166e5c187996677.jpg,GARBAGE,266.1263427734375,213.0801544189453,279.1494140625,227.3571319580078,0.557927131652832
3,faf0cbb28d699ce2cbe86354db46a2c4.jpg,GARBAGE,922.3223876953125,813.1542358398438,384.8489074707031,301.9877624511719,0.7787811160087585
3,faf0cbb28d699ce2cbe86354db46a2c4.jpg,GARBAGE,730.5745849609375,664.2123413085938,271.281494140625,217.04640197753906,0.6717504858970642
3,faf0cbb28d699ce2cbe86354db46a2c4.jpg,GARBAGE,753.1734008789062,674.8944702148438,340.93231201171875,280.088134765625,0.6063715815544128
3,facb829edc90f7791c983c2e712fff5a.jpg,GARBAGE,289.13323974609375,91.29586029052734,499.7990417480469,379.8758544921875,0.7850334644317627
3,facb829edc90f7791c983c2e712fff5a.jpg,GARBAGE,960.0,840.8512573242188,424.9684753417969,308.6486511230469,0.6029865145683289
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,902.11279296875,790.8153076171875,249.33460998535156,172.1237030029297,0.7078603506088257
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,930.819091796875,782.6353149414062,194.94839477539062,102.22308349609375,0.6811419129371643
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,819.3997192382812,648.2783203125,197.9918212890625,120.09269714355469,0.6513208150863647
9,fa960580cd01967465329e7c6a459e3d.jpg,CLUTTER_SIDEWALK,202.93991088867188,0.0,313.4349670410156,188.16957092285156,0.5818871259689331
9,fa960580cd01967465329e7c6a459e3d.jpg,CLUTTER_SIDEWALK,385.8929138183594,159.53518676757812,242.66542053222656,164.91317749023438,0.5784928798675537
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,186.38772583007812,69.82132720947266,209.34402465820312,150.265380859375,0.5558711290359497
3,fa960580cd01967465329e7c6a459e3d.jpg,GARBAGE,849.15576171875,725.9887084960938,197.95521545410156,113.32829284667969,0.4189114272594452
8,fa960580cd01967465329e7c6a459e3d.jpg,SAND_ON_ROAD,959.1981811523438,856.4810180664062,284.4716491699219,130.0756378173828,0.40684834122657776
9,fa960580cd01967465329e7c6a459e3d.jpg,CLUTTER_SIDEWALK,437.3172302246094,249.98561096191406,222.44309997558594,156.4449005126953,0.4022873342037201
3,fa8a8ae14ae8eb90c06501fcfcd548c2.jpg,GARBAGE,92.38821411132812,0.0,319.795654296875,212.25436401367188,0.5100990533828735
3,fa8a8ae14ae8eb90c06501fcfcd548c2.jpg,GARBAGE,627.0191040039062,558.6949462890625,273.5950927734375,214.8200225830078,0.4709429442882538
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,380.185791015625,225.25132751464844,232.9440155029297,155.53305053710938,0.811224639415741
0,fa6b84f67c3d702eac9296e47e7a0670.jpg,GRAFFITI,415.8519287109375,218.88844299316406,185.61920166015625,95.11619567871094,0.7496431469917297
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,138.0253143310547,7.002041816711426,451.6154479980469,371.5938720703125,0.7483543753623962
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,264.8097839355469,108.1094741821289,228.01455688476562,149.8943634033203,0.7476913928985596
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,499.7261962890625,402.5657043457031,229.626220703125,169.10096740722656,0.7243984937667847
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,866.9588623046875,644.801025390625,249.6585693359375,141.93887329101562,0.7088594436645508
0,fa6b84f67c3d702eac9296e47e7a0670.jpg,GRAFFITI,543.7092895507812,357.2908020019531,195.8430633544922,112.52738189697266,0.6984893679618835
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,145.30430603027344,46.73807144165039,217.3173065185547,152.52471923828125,0.6858278512954712
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,452.0426330566406,342.0760498046875,228.90513610839844,161.1202392578125,0.662559986114502
3,fa6b84f67c3d702eac9296e47e7a0670.jpg,GARBAGE,138.85101318359375,64.39246368408203,245.89837646484375,191.21405029296875,0.61253422498703
2,fa5fe44ca7518e57b3843577aa338f44.jpg,POTHOLES,723.071044921875,492.0938720703125,521.5883178710938,308.8613586425781,0.6329486966133118
2,fa5fe44ca7518e57b3843577aa338f44.jpg,POTHOLES,452.5761413574219,319.9322509765625,404.8243408203125,245.19677734375,0.6308925747871399
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,397.3111572265625,250.73158264160156,470.3807678222656,391.90643310546875,0.7957016825675964
7,fa13a3a6a7c218664b3692c5b7f05d48.jpg,BAD_BILLBOARD,635.2954711914062,536.9639892578125,190.15260314941406,130.33937072753906,0.5957617163658142
7,fa13a3a6a7c218664b3692c5b7f05d48.jpg,BAD_BILLBOARD,265.47119140625,161.4580841064453,204.56484985351562,137.05859375,0.5905187129974365
3,fa000afe8a99edb79ca0c928c9a6490b.jpg,GARBAGE,233.06375122070312,130.6602783203125,269.7712097167969,213.57403564453125,0.7223382592201233
3,fa000afe8a99edb79ca0c928c9a6490b.jpg,GARBAGE,153.8394775390625,49.72840118408203,269.2979736328125,216.89691162109375,0.6287713646888733
0,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,GRAFFITI,879.7694091796875,720.8139038085938,178.64456176757812,96.32549285888672,0.7820137143135071
3,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,GARBAGE,277.1511535644531,215.70034790039062,248.5314483642578,189.83998107910156,0.48951810598373413
8,f9b3aed430d183cb67a62b195afcf701.jpg,SAND_ON_ROAD,876.599853515625,789.689697265625,297.8706970214844,242.73822021484375,0.6734405159950256
8,f9b3aed430d183cb67a62b195afcf701.jpg,SAND_ON_ROAD,505.89404296875,179.41000366210938,377.678466796875,236.828369140625,0.5101523995399475
,f991eb3a538f2277708e5593bffed579.jpg,,,,,,
3,f96272c164d233e5ca0b371b854158e6.jpg,GARBAGE,421.9898681640625,319.5312805175781,347.83514404296875,273.93048095703125,0.41267386078834534
9,f9555fca45bdc9005704886432cb1024.jpg,CLUTTER_SIDEWALK,959.6207275390625,361.1344299316406,392.06646728515625,190.65025329589844,0.6731557846069336
9,f9555fca45bdc9005704886432cb1024.jpg,CLUTTER_SIDEWALK,598.550537109375,1.9905645847320557,437.3013916015625,209.66287231445312,0.6366141438484192
2,f917a56dc035cc3fbef2acefc86cf260.jpg,POTHOLES,427.48193359375,365.4017028808594,251.6073760986328,205.53187561035156,0.5178213715553284
2,f917a56dc035cc3fbef2acefc86cf260.jpg,POTHOLES,498.4200439453125,257.51873779296875,533.5651245117188,335.4977111816406,0.4589535593986511
2,f917a56dc035cc3fbef2acefc86cf260.jpg,POTHOLES,960.0,853.599609375,425.4931945800781,308.07989501953125,0.412328839302063
,f8fe81f02d1df474b68caf7943c0fe6b.jpg,,,,,,
4,f8f3c4ce5e23d368822799e2fa12ca1f.jpg,CONSTRUCTION_ROAD,375.06304931640625,136.1539306640625,280.78607177734375,101.83015441894531,0.7796223759651184
4,f8f3c4ce5e23d368822799e2fa12ca1f.jpg,CONSTRUCTION_ROAD,446.1544189453125,286.2307434082031,242.96792602539062,138.7769775390625,0.6761288642883301
4,f8c5e0e01ce060bde49de725210d743a.jpg,CONSTRUCTION_ROAD,299.54058837890625,0.0,289.22003173828125,150.22300720214844,0.7279312014579773
4,f8c5e0e01ce060bde49de725210d743a.jpg,CONSTRUCTION_ROAD,437.9308166503906,169.91934204101562,236.589599609375,145.79653930664062,0.6034342646598816
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,817.8931274414062,655.1353759765625,286.920654296875,183.05686950683594,0.7073761820793152
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,118.29103088378906,6.491816997528076,232.63412475585938,163.1322784423828,0.6621344685554504
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,960.0,826.0177612304688,408.8839111328125,229.05657958984375,0.6278217434883118
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,364.06207275390625,240.07264709472656,211.07720947265625,144.2916717529297,0.6241360306739807
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,914.7763061523438,741.59912109375,324.2380065917969,205.70155334472656,0.6216697096824646
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,411.7129821777344,309.7264709472656,208.26661682128906,135.82949829101562,0.5132184624671936
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,960.0,827.25244140625,196.7993621826172,41.61119842529297,0.4294048547744751
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,960.0,814.3601684570312,253.037841796875,111.55840301513672,0.4275553524494171
3,f8a2e157db7768e2f82adcb73541ef30.jpg,GARBAGE,706.1456909179688,622.7598266601562,253.70127868652344,189.53292846679688,0.4187687635421753
3,f882018511ba4f86b095375425871ca8.jpg,GARBAGE,367.8596496582031,316.7781066894531,270.8146057128906,227.24441528320312,0.49312537908554077
3,f87d5113a8b529e1b6b51a89290212aa.jpg,GARBAGE,426.4846496582031,358.56524658203125,309.584716796875,254.8580780029297,0.7995586395263672
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,743.4031372070312,660.6737670898438,238.38174438476562,179.11849975585938,0.7422206401824951
0,f877caf864ff87b43c0f2307c4e2d741.jpg,GRAFFITI,392.2259826660156,108.11811828613281,219.88804626464844,119.55899047851562,0.7295945286750793
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,881.2935180664062,775.0818481445312,251.109130859375,185.48043823242188,0.7215431332588196
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,955.6924438476562,865.1025390625,254.73568725585938,188.86973571777344,0.6277036666870117
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,674.22802734375,606.876220703125,379.5020751953125,329.39984130859375,0.571532666683197
3,f877caf864ff87b43c0f2307c4e2d741.jpg,GARBAGE,835.3225708007812,738.2245483398438,245.8556671142578,185.97364807128906,0.4731791615486145
3,f8632731a762fcd1f8f55c13c229d488.jpg,GARBAGE,103.49801635742188,0.0,487.9701232910156,387.2771911621094,0.7056196928024292
9,f8632731a762fcd1f8f55c13c229d488.jpg,CLUTTER_SIDEWALK,705.9241943359375,104.3244857788086,422.9526672363281,220.4151611328125,0.6526816487312317
9,f8632731a762fcd1f8f55c13c229d488.jpg,CLUTTER_SIDEWALK,960.0,450.84246826171875,409.4036560058594,192.65928649902344,0.5318611264228821
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,143.72335815429688,62.976898193359375,174.42787170410156,123.05813598632812,0.6287493705749512
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,44.199527740478516,0.0,201.25621032714844,144.96202087402344,0.6096441149711609
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,77.54558563232422,0.6539440155029297,187.5319061279297,120.24401092529297,0.5590936541557312
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,259.0112609863281,187.72030639648438,196.10040283203125,153.54330444335938,0.5299414396286011
3,f83ee337e61b9b1f382697339241e368.jpg,GARBAGE,295.6701965332031,244.9093475341797,175.36627197265625,140.54261779785156,0.49102070927619934
7,f80a3470f971f7f5085719017cca38ba.jpg,BAD_BILLBOARD,959.3524780273438,845.1024780273438,270.46112060546875,166.19557189941406,0.7040538787841797
8,f7b9e825451c548132ed6044836738ea.jpg,SAND_ON_ROAD,643.07763671875,542.91845703125,229.20443725585938,171.7875518798828,0.6247712969779968
3,f7b9e825451c548132ed6044836738ea.jpg,GARBAGE,762.8837280273438,695.0975952148438,267.5610046386719,208.58935546875,0.497507780790329
3,f7a675f2cf2b99b16d349fe65598fca4.jpg,GARBAGE,960.0,864.0405883789062,376.2185363769531,285.0522155761719,0.648962140083313
9,f7967f05b8c4c0a30d4acfb85d2d5552.jpg,CLUTTER_SIDEWALK,862.5510864257812,250.25735473632812,410.9181823730469,205.4860382080078,0.5086088180541992
9,f7967f05b8c4c0a30d4acfb85d2d5552.jpg,CLUTTER_SIDEWALK,544.9718017578125,22.43102264404297,400.0759582519531,204.1925811767578,0.46744653582572937
3,f78c973a7b2d9a7191fd4d30132877d1.jpg,GARBAGE,392.4939880371094,219.20188903808594,429.3877868652344,333.824951171875,0.6104494333267212
7,f78c973a7b2d9a7191fd4d30132877d1.jpg,BAD_BILLBOARD,788.4970703125,373.41741943359375,251.47494506835938,158.95758056640625,0.5809475183486938
2,f735162bcc2c6129f0d07943a24db460.jpg,POTHOLES,659.3899536132812,509.8917236328125,409.4165344238281,302.2338562011719,0.5436316132545471
2,f735162bcc2c6129f0d07943a24db460.jpg,POTHOLES,474.59197998046875,392.01373291015625,325.2102966308594,239.16619873046875,0.40413200855255127
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,706.3350830078125,580.626708984375,490.3342590332031,391.3253173828125,0.7397311329841614
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,856.563720703125,750.0139770507812,451.7429504394531,368.2103271484375,0.6465151906013489
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,82.01467895507812,0.0,454.26763916015625,362.6092834472656,0.6392555236816406
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,959.4909057617188,870.9515991210938,495.2872314453125,381.97930908203125,0.5042451024055481
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,559.3842163085938,407.7679748535156,420.0092468261719,280.6545715332031,0.4865280091762543
3,f71db69a23f6178e3449406a4a40bf22.jpg,GARBAGE,563.5113525390625,444.8990478515625,469.2326965332031,373.27252197265625,0.4743103086948395
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,960.0,646.7803955078125,312.3238220214844,152.30734252929688,0.6543399691581726
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,663.2974243164062,500.50616455078125,242.14137268066406,168.454833984375,0.521290123462677
4,f70d5afd075ae949b5d8acb6ca08edbb.jpg,CONSTRUCTION_ROAD,849.96044921875,588.2742309570312,281.9434814453125,161.0428466796875,0.510502815246582
9,f6d76b8120d537ec8e36359f6788c11b.jpg,CLUTTER_SIDEWALK,555.99853515625,4.70803689956665,423.9861145019531,227.45452880859375,0.647556722164154
9,f6d76b8120d537ec8e36359f6788c11b.jpg,CLUTTER_SIDEWALK,959.6669311523438,393.7464294433594,405.0125427246094,197.47279357910156,0.6424009203910828
4,f6d5d0a3f62ec765cbe28a75d4148787.jpg,CONSTRUCTION_ROAD,837.2485961914062,697.1878662109375,277.58294677734375,165.55665588378906,0.7807131409645081
3,f6d5d0a3f62ec765cbe28a75d4148787.jpg,GARBAGE,428.6900329589844,328.2312316894531,290.22332763671875,207.39698791503906,0.7210158705711365
9,f69bd08699ac36e8abdb16d54124189d.jpg,CLUTTER_SIDEWALK,960.0,539.211181640625,346.46026611328125,203.42535400390625,0.5447790026664734
3,f69bd08699ac36e8abdb16d54124189d.jpg,GARBAGE,254.6376190185547,174.54495239257812,309.14849853515625,244.2718963623047,0.4845326542854309
9,f688a21e0dafd064219b5cbd134f9a26.jpg,CLUTTER_SIDEWALK,702.0819702148438,4.521748065948486,420.6919860839844,208.0093994140625,0.769310712814331
9,f688a21e0dafd064219b5cbd134f9a26.jpg,CLUTTER_SIDEWALK,958.7659301757812,565.87255859375,384.7545166015625,183.916259765625,0.6021296977996826
,f658eded3a1b62c49c694b89fcbad239.jpg,,,,,,
4,f6544c6c8d8620e13742beb4700a1ebf.jpg,CONSTRUCTION_ROAD,612.3680419921875,0.0,532.2894897460938,157.5042724609375,0.6428928971290588
4,f6544c6c8d8620e13742beb4700a1ebf.jpg,CONSTRUCTION_ROAD,960.0,250.90585327148438,534.91650390625,126.65087127685547,0.6000024676322937
9,f646595934710cb2e69d1cb3b6ad66dc.jpg,CLUTTER_SIDEWALK,477.49444580078125,19.271350860595703,315.8033447265625,206.57322692871094,0.7859439253807068
4,f5fe0773c3c2f2114a3bd4721f83511f.jpg,CONSTRUCTION_ROAD,148.44207763671875,1.305240273475647,292.3349304199219,41.39262390136719,0.7589881420135498
